ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2024-10-21T12:17:04.308892470Z,2024-10-21T12:17:04.308725875Z,10,2,38,C,A,3,234.16,30,130,166595,12602099,233.85,234.08,141,400,1,1,233.77,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,233.4,234.79,110,2000,2,1,AAPL
2024-10-21T12:17:04.308942951Z,2024-10-21T12:17:04.308776780Z,10,2,38,A,A,3,234.15,26,130,166171,12602100,233.85,234.08,141,400,1,1,233.77,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:06.048460890Z,2024-10-21T12:17:06.048294911Z,10,2,38,C,B,1,233.77,200,130,165979,12604816,233.85,234.08,141,400,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.15,1,26,1,1,233.58,234.17,505,1,2,1,233.53,234.25,10,100,1,1,233.5,234.41,100,600,1,2,233.45,234.43,15,105,1,2,233.4,234.5,110,63,2,4,233.39,234.75,10,1,1,1,AAPL
2024-10-21T12:17:06.048474822Z,2024-10-21T12:17:06.048308319Z,10,2,38,A,B,1,233.74,200,130,166503,12604817,233.85,234.08,141,400,1,1,233.74,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:07.404034239Z,2024-10-21T12:17:07.403868087Z,10,2,38,A,B,1,233.74,200,130,166152,12606471,233.85,234.08,141,400,1,1,233.74,234.1,400,100,2,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:07.458838488Z,2024-10-21T12:17:07.458672320Z,10,2,38,C,B,1,233.74,200,130,166168,12606559,233.85,234.08,141,400,1,1,233.74,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:07.458851802Z,2024-10-21T12:17:07.458684918Z,10,2,38,A,B,1,233.77,200,130,166884,12606560,233.85,234.08,141,400,1,1,233.77,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:10.980236242Z,2024-10-21T12:17:10.980069944Z,10,2,38,C,B,1,233.77,200,130,166298,12610019,233.85,234.08,141,400,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.15,1,26,1,1,233.58,234.17,505,1,2,1,233.53,234.25,10,100,1,1,233.5,234.41,100,600,1,2,233.45,234.43,15,105,1,2,233.4,234.5,110,63,2,4,233.39,234.75,10,1,1,1,AAPL
2024-10-21T12:17:10.980249439Z,2024-10-21T12:17:10.980083268Z,10,2,38,A,B,1,233.74,200,130,166171,12610020,233.85,234.08,141,400,1,1,233.74,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:16.047057825Z,2024-10-21T12:17:16.046891679Z,10,2,38,A,B,1,233.74,200,130,166146,12615898,233.85,234.08,141,400,1,1,233.74,234.1,400,100,2,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:16.101486118Z,2024-10-21T12:17:16.101320234Z,10,2,38,C,B,1,233.74,200,130,165884,12616034,233.85,234.08,141,400,1,1,233.74,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:16.101498861Z,2024-10-21T12:17:16.101332500Z,10,2,38,A,B,1,233.77,200,130,166361,12616035,233.85,234.08,141,400,1,1,233.77,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:18.814393783Z,2024-10-21T12:17:18.814227520Z,10,2,38,A,B,0,233.9,10,130,166263,12619312,233.9,234.08,10,400,1,1,233.85,234.1,141,100,1,1,233.77,234.13,200,400,1,1,233.73,234.15,27,26,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:20.656989311Z,2024-10-21T12:17:20.656823195Z,10,2,38,C,B,2,233.77,200,130,166116,12621045,233.9,234.08,10,400,1,1,233.85,234.1,141,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:20.662449680Z,2024-10-21T12:17:20.662283454Z,10,2,38,A,A,0,234.05,100,130,166226,12621054,233.9,234.05,10,100,1,1,233.85,234.08,141,400,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.15,1,26,1,1,233.58,234.17,505,1,2,1,233.53,234.25,10,100,1,1,233.5,234.41,100,600,1,2,233.45,234.43,15,105,1,2,233.4,234.5,110,63,2,4,AAPL
2024-10-21T12:17:20.662910009Z,2024-10-21T12:17:20.662744252Z,10,2,38,C,A,0,234.05,100,130,165757,12621055,233.9,234.08,10,400,1,1,233.85,234.1,141,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:20.719927826Z,2024-10-21T12:17:20.719761250Z,10,2,38,C,A,0,234.08,200,130,166576,12621104,233.9,234.08,10,200,1,1,233.85,234.1,141,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,26,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:20.762706336Z,2024-10-21T12:17:20.762539880Z,10,2,38,A,B,2,233.77,200,130,166456,12621151,233.9,234.08,10,200,1,1,233.85,234.1,141,100,1,1,233.77,234.13,200,400,1,1,233.73,234.15,27,26,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:21.079070269Z,2024-10-21T12:17:21.078904005Z,10,2,38,A,B,2,233.77,200,130,166264,12621965,233.9,234.08,10,200,1,1,233.85,234.1,141,100,1,1,233.77,234.13,400,400,2,1,233.73,234.15,27,26,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:21.133776008Z,2024-10-21T12:17:21.133609901Z,10,2,38,C,B,2,233.77,200,130,166107,12622031,233.9,234.08,10,200,1,1,233.85,234.1,141,100,1,1,233.77,234.13,200,400,1,1,233.73,234.15,27,26,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:21.133789577Z,2024-10-21T12:17:21.133623109Z,10,2,38,A,B,2,233.8,400,130,166468,12622032,233.9,234.08,10,200,1,1,233.85,234.1,141,100,1,1,233.8,234.13,400,400,1,1,233.73,234.15,27,26,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:21.840377137Z,2024-10-21T12:17:21.840211165Z,10,2,38,C,A,0,234.08,200,130,165972,12622599,233.9,234.1,10,100,1,1,233.85,234.13,141,400,1,1,233.8,234.15,400,26,1,1,233.73,234.17,27,1,1,1,233.7,234.25,1200,100,1,1,233.66,234.41,1,600,1,2,233.58,234.43,505,105,2,2,233.53,234.5,10,63,1,4,233.5,234.75,100,1,1,1,233.45,234.79,15,2000,1,1,AAPL
2024-10-21T12:17:21.840390874Z,2024-10-21T12:17:21.840224418Z,10,2,38,A,A,2,234.14,200,130,166456,12622600,233.9,234.1,10,100,1,1,233.85,234.13,141,400,1,1,233.8,234.14,400,200,1,1,233.73,234.15,27,26,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:22.072471402Z,2024-10-21T12:17:22.072304747Z,10,2,38,A,A,1,234.13,200,130,166655,12622909,233.9,234.1,10,100,1,1,233.85,234.13,141,600,1,2,233.8,234.15,400,26,1,1,233.73,234.17,27,1,1,1,233.7,234.25,1200,100,1,1,233.66,234.41,1,600,1,2,233.58,234.43,505,105,2,2,233.53,234.5,10,63,1,4,233.5,234.75,100,1,1,1,233.45,234.79,15,2000,1,1,AAPL
2024-10-21T12:17:22.085874150Z,2024-10-21T12:17:22.085707892Z,10,2,38,A,A,0,234.0,50,130,166258,12622918,233.9,234.0,10,50,1,1,233.85,234.1,141,100,1,1,233.8,234.13,400,600,1,2,233.73,234.15,27,26,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:24.840534781Z,2024-10-21T12:17:24.840366131Z,10,2,38,A,A,2,234.13,200,130,168650,12624574,233.9,234.0,10,50,1,1,233.85,234.1,141,100,1,1,233.8,234.13,400,800,1,3,233.73,234.15,27,26,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:24.840961517Z,2024-10-21T12:17:24.840795392Z,10,2,38,A,A,1,234.1,28,130,166125,12624575,233.9,234.0,10,50,1,1,233.85,234.1,141,128,1,2,233.8,234.13,400,800,1,3,233.73,234.15,27,26,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:24.840987330Z,2024-10-21T12:17:24.840821231Z,10,2,38,C,A,3,234.15,26,130,166099,12624576,233.9,234.0,10,50,1,1,233.85,234.1,141,128,1,2,233.8,234.13,400,800,1,3,233.73,234.17,27,1,1,1,233.7,234.25,1200,100,1,1,233.66,234.41,1,600,1,2,233.58,234.43,505,105,2,2,233.53,234.5,10,63,1,4,233.5,234.75,100,1,1,1,233.45,234.79,15,2000,1,1,AAPL
2024-10-21T12:17:24.896181576Z,2024-10-21T12:17:24.896015668Z,10,2,38,C,A,2,234.13,200,130,165908,12624585,233.9,234.0,10,50,1,1,233.85,234.1,141,128,1,2,233.8,234.13,400,600,1,2,233.73,234.17,27,1,1,1,233.7,234.25,1200,100,1,1,233.66,234.41,1,600,1,2,233.58,234.43,505,105,2,2,233.53,234.5,10,63,1,4,233.5,234.75,100,1,1,1,233.45,234.79,15,2000,1,1,AAPL
2024-10-21T12:17:24.896197156Z,2024-10-21T12:17:24.896030774Z,10,2,38,A,A,1,234.04,200,130,166382,12624586,233.9,234.0,10,50,1,1,233.85,234.04,141,200,1,1,233.8,234.1,400,128,1,2,233.73,234.13,27,400,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:26.219893772Z,2024-10-21T12:17:26.219727754Z,10,2,38,C,A,2,234.1,28,130,166018,12625936,233.9,234.0,10,50,1,1,233.85,234.04,141,200,1,1,233.8,234.1,400,100,1,1,233.73,234.13,27,400,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:26.219990353Z,2024-10-21T12:17:26.219824269Z,10,2,38,A,A,2,234.09,27,130,166084,12625937,233.9,234.0,10,50,1,1,233.85,234.04,141,200,1,1,233.8,234.09,400,27,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:26.287111991Z,2024-10-21T12:17:26.286945437Z,10,2,38,A,A,1,234.03,200,130,166554,12626109,233.9,234.0,10,50,1,1,233.85,234.03,141,200,1,1,233.8,234.09,400,27,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:30.761811610Z,2024-10-21T12:17:30.761645371Z,10,2,38,C,A,1,234.03,200,130,166239,12633053,233.9,234.0,10,50,1,1,233.85,234.09,141,27,1,1,233.8,234.1,400,100,1,1,233.73,234.13,27,400,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:30.761824012Z,2024-10-21T12:17:30.761657680Z,10,2,38,A,A,1,234.08,200,130,166332,12633054,233.9,234.0,10,50,1,1,233.85,234.08,141,200,1,1,233.8,234.09,400,27,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:30.763106554Z,2024-10-21T12:17:30.762940179Z,10,2,38,A,A,1,234.08,200,130,166375,12633055,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,2,233.8,234.09,400,27,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:30.764758511Z,2024-10-21T12:17:30.764592400Z,10,2,38,C,A,2,234.09,27,130,166111,12633057,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,2,233.8,234.1,400,100,1,1,233.73,234.13,27,400,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:30.764858610Z,2024-10-21T12:17:30.764692359Z,10,2,38,A,A,4,234.15,29,130,166251,12633058,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,2,233.8,234.1,400,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,29,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:33.378449675Z,2024-10-21T12:17:33.378283593Z,10,2,38,C,B,2,233.8,400,130,166082,12636437,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,2,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.15,1,29,1,1,233.58,234.17,505,1,2,1,233.53,234.25,10,100,1,1,233.5,234.41,100,600,1,2,233.45,234.43,15,105,1,2,233.4,234.5,110,63,2,4,AAPL
2024-10-21T12:17:33.378463077Z,2024-10-21T12:17:33.378297030Z,10,2,38,A,B,2,233.77,200,130,166047,12636438,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,2,233.77,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,29,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:33.764976450Z,2024-10-21T12:17:33.764809990Z,10,2,38,A,A,2,234.09,29,130,166460,12637750,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,2,233.77,234.09,200,29,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.15,1,29,1,1,233.58,234.17,505,1,2,1,233.53,234.25,10,100,1,1,233.5,234.41,100,600,1,2,233.45,234.43,15,105,1,2,AAPL
2024-10-21T12:17:33.765000603Z,2024-10-21T12:17:33.764834502Z,10,2,38,C,A,5,234.15,29,130,166101,12637751,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,2,233.77,234.09,200,29,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:33.822988558Z,2024-10-21T12:17:33.822822391Z,10,2,38,C,A,1,234.08,200,130,166167,12637806,233.9,234.0,10,50,1,1,233.85,234.08,141,200,1,1,233.77,234.09,200,29,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:33.823002310Z,2024-10-21T12:17:33.822835795Z,10,2,38,A,A,1,234.03,200,130,166515,12637807,233.9,234.0,10,50,1,1,233.85,234.03,141,200,1,1,233.77,234.09,200,29,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:35.461566586Z,2024-10-21T12:17:35.461400679Z,10,2,38,C,A,1,234.03,200,130,165907,12639539,233.9,234.0,10,50,1,1,233.85,234.09,141,29,1,1,233.77,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:35.461578939Z,2024-10-21T12:17:35.461412055Z,10,2,38,A,A,1,234.08,400,130,166884,12639540,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,1,233.77,234.09,200,29,1,1,233.73,234.1,27,100,1,1,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:35.470157228Z,2024-10-21T12:17:35.469991264Z,10,2,38,C,A,2,234.09,29,130,165964,12639580,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,1,233.77,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:35.470212130Z,2024-10-21T12:17:35.470045707Z,10,2,38,A,A,4,234.15,28,130,166423,12639581,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,1,233.77,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,28,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:37.663795596Z,2024-10-21T12:17:37.663629357Z,10,2,38,A,B,2,233.77,200,130,166239,12641761,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,1,233.77,234.1,400,100,2,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,28,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:37.718760543Z,2024-10-21T12:17:37.718594298Z,10,2,38,C,B,2,233.77,200,130,166245,12641892,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,1,233.77,234.1,200,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,28,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:37.718772651Z,2024-10-21T12:17:37.718605853Z,10,2,38,A,B,2,233.8,400,130,166798,12641893,233.9,234.0,10,50,1,1,233.85,234.08,141,400,1,1,233.8,234.1,400,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,28,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:38.521294530Z,2024-10-21T12:17:38.521127910Z,10,2,38,A,A,1,234.04,200,130,166620,12642639,233.9,234.0,10,50,1,1,233.85,234.04,141,200,1,1,233.8,234.1,400,100,1,1,233.73,234.13,27,400,1,1,233.7,234.15,1200,28,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,AAPL
2024-10-21T12:17:39.973713394Z,2024-10-21T12:17:39.973547435Z,10,2,38,C,A,4,234.15,28,130,165959,12644151,233.9,234.0,10,50,1,1,233.85,234.04,141,200,1,1,233.8,234.1,400,100,1,1,233.73,234.13,27,400,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:39.973752037Z,2024-10-21T12:17:39.973585910Z,10,2,38,A,A,2,234.1,27,130,166127,12644152,233.9,234.0,10,50,1,1,233.85,234.04,141,200,1,1,233.8,234.1,400,127,1,2,233.73,234.13,27,400,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:47.136044765Z,2024-10-21T12:17:47.135873221Z,10,2,38,T,A,0,233.9,10,0,171544,12650095,233.9,234.0,10,50,1,1,233.85,234.04,141,200,1,1,233.8,234.1,400,127,1,2,233.73,234.13,27,400,1,1,233.7,234.17,1200,1,1,1,233.66,234.25,1,100,1,1,233.58,234.41,505,600,2,2,233.53,234.43,10,105,1,2,233.5,234.5,100,63,1,4,233.45,234.75,15,1,1,1,AAPL
2024-10-21T12:17:47.136044765Z,2024-10-21T12:17:47.135873221Z,10,2,38,T,A,0,233.85,141,0,171544,12650096,233.85,234.0,141,50,1,1,233.8,234.04,400,200,1,1,233.73,234.1,27,127,1,2,233.7,234.13,1200,400,1,1,233.66,234.17,1,1,1,1,233.58,234.25,505,100,2,1,233.53,234.41,10,600,1,2,233.5,234.43,100,105,1,2,233.45,234.5,15,63,1,4,233.4,234.75,110,1,2,1,AAPL
2024-10-21T12:17:47.136044765Z,2024-10-21T12:17:47.135873221Z,10,2,38,T,N,0,233.85,50,130,171544,12650097,233.8,234.0,400,50,1,1,233.73,234.04,27,200,1,1,233.7,234.1,1200,127,1,2,233.66,234.13,1,400,1,1,233.58,234.17,505,1,2,1,233.53,234.25,10,100,1,1,233.5,234.41,100,600,1,2,233.45,234.43,15,105,1,2,233.4,234.5,110,63,2,4,233.39,234.75,10,1,1,1,AAPL
2024-10-21T12:17:47.136066911Z,2024-10-21T12:17:47.135900626Z,10,2,38,A,A,0,233.98,100,130,166285,12650098,233.8,233.98,400,100,1,1,233.73,234.0,27,50,1,1,233.7,234.04,1200,200,1,1,233.66,234.1,1,127,1,2,233.58,234.13,505,400,2,1,233.53,234.17,10,1,1,1,233.5,234.25,100,100,1,1,233.45,234.41,15,600,1,2,233.4,234.43,110,105,2,2,233.39,234.5,10,63,1,4,AAPL
